corpus_id,composition_id,segment
RITA,04,I
RITA,04,I
RITA,04,I
RITA,04,I
RITA,04,A
RITA,04,I
RITA,04,I
RITA,04,I
RITA,04,I
RITA,04,A
RITA,04,B
RITA,04,X
RITA,04,It
RITA,04,It
RITA,04,It
RITA,04,It
RITA,04,At
RITA,04,Bt
RITA,04,Bt
RITA,04,Bt
RITA,04,Bt
