corpus_id,composition_id,segment
DJAVAN,05,I
DJAVAN,05,I
DJAVAN,05,A
DJAVAN,05,B
DJAVAN,05,B
DJAVAN,05,I
DJAVAN,05,I
DJAVAN,05,A
DJAVAN,05,B
DJAVAN,05,B
DJAVAN,05,B
